LINE,OD1,OD10,OD11,OD12,OD13,OD14,OD15,OD16,OD17,OD18,OD19,OD2,OD20,OD3,OD4,OD5,OD6,OD7,OD8,OD9,YD1,YD10,YD11,YD12,YD14,YD15,YD16,YD17,YD18,YD19,YD2,YD20,YD21,YD3,YD4,YD5,YD6,YD7,YD8,YD9
L1MA6,0.7225998574157482,0.7477540438701923,0.7741107853084415,0.8168310329640427,0.7375605847997571,0.757716476961322,0.7123511793148997,0.7407464305555554,0.7414248690278089,0.7428421496257124,0.7512433324010221,0.7951914410821243,0.7084210361354873,0.692468113487998,0.712118628259923,0.8291861342037811,0.7582471418578195,0.7967190856859714,0.6584390491974941,0.6742826581498457,0.7237263794283835,0.7409735942362353,0.693357505996897,0.7203472383803755,0.8411821139319006,0.7734293642535999,0.7815231911747043,0.7679966579666377,0.800143255262935,0.7460248162522254,0.7136491177206588,0.8125308633745736,0.7762083121596667,0.7505102703772546,0.6834201981994356,0.7569038823420537,0.7048345034960173,0.7434283577698756,0.7529897840294706,0.7057186868401899
L1MA7,0.4485121865054732,0.4915293185129768,0.6594726772547662,0.6246395885531759,0.40473660160155095,0.4497460436289799,0.4504381966111416,0.4975491679647122,0.4338695588584409,0.46731119022307716,0.4920913948866338,0.43762990290924264,0.4436296222598532,0.4607891810577385,0.4624546915186588,0.44161640913215094,0.42503752434036585,0.5485596166002948,0.4400443539644663,0.4155879889618297,0.4919989003304123,0.4600757209308171,0.4178841841362088,0.4669873791852079,0.6652262215513085,0.5035584924679201,0.5676798252163638,0.4798384219199906,0.47122917954747134,0.48376223428461823,0.4057540043303902,0.6104393101012009,0.5006228065539112,0.4071607588203243,0.40674871212103775,0.3939524014072981,0.42924037767093026,0.48233854347997696,0.4563076803829215,0.4415683510868451
L1MA8,0.8459458536879403,0.8305173878876999,0.8306098528665733,0.8377375374527212,0.8349545759289987,0.837016743613967,0.8186689379293588,0.823945348008728,0.8496115634088472,0.8330958792855168,0.8434737806144381,0.8411099350212499,0.8315023414682965,0.83682203947753,0.8348891212785147,0.8429268793500545,0.8366044963470813,0.874803885693448,0.8382327767631107,0.8387746177260293,0.8300045444632598,0.8384856459685913,0.8193884990060196,0.8311168715472523,0.8840313814045341,0.8281444106905357,0.8184659386024637,0.83288590795577,0.824143481348814,0.8195210312824922,0.8310622088592186,0.8287902853610222,0.8402062731108769,0.8465371161253481,0.8346403091902028,0.833327433507732,0.8390567848822686,0.8365864422087506,0.8387167677336105,0.8037782831494449
L1MA9,0.7692096417769151,0.8160649434091873,0.8337898555067795,0.8124083279963512,0.7803839938366166,0.7848277797262484,0.7749855278599972,0.8174380603437407,0.7975101309162558,0.8126538413611568,0.8149011338208412,0.814243790120927,0.823289492502038,0.8321144618958375,0.8002005083554521,0.8164363083137559,0.7944754540156147,0.8539419021645905,0.8083370209324927,0.8090931503267643,0.7935688111082186,0.7910850754237793,0.8119159119360507,0.7963526800304253,0.854617690086775,0.7906224210134762,0.806179796490389,0.8269374001381795,0.7997247585793635,0.7850972944573932,0.784169395470655,0.8182402362278642,0.8006986080755306,0.7885019227375235,0.7889508359159154,0.7882399831121484,0.8246031837936797,0.7960667335711671,0.7761147197373184,0.7864204346500566
L1MB1,0.8586289157222484,0.8509353655938648,0.8605786683824331,0.8510419863921258,0.8559087718092906,0.8640344085835104,0.8321864937391561,0.8653217135439765,0.8472318593554109,0.8600418581539301,0.8777077947208147,0.856862738078873,0.8355452838660083,0.8531577815888258,0.8760477469086873,0.8678892131680858,0.8338027483480727,0.8707458122629586,0.8363970560958834,0.8663430545818954,0.8563629429979974,0.8487705913055336,0.8549625029182234,0.8320240063521409,0.8600367238941841,0.8402158637832488,0.8585514253166268,0.8491471811446986,0.8511797652240709,0.8174087565651931,0.8454850678549471,0.8448436640063485,0.8823225345909543,0.8591671330324646,0.8592768065117116,0.8302233616770179,0.8416298912110309,0.8404269859564133,0.8287895714567933,0.8532686681677063
L1MB2,0.8826789413683926,0.8935585315962092,0.9193024713536062,0.907736358093099,0.8966298143691711,0.8956627037949335,0.8921417216657285,0.8980878310445464,0.9065809691795893,0.9017972726572543,0.895334994547128,0.8947138526246725,0.9003595724078591,0.8950552409986983,0.8873053255343638,0.8963915731574528,0.891277675989683,0.9065363525706115,0.8886087355568802,0.8873548537513856,0.8987807158441925,0.8936123478016641,0.891469581245772,0.896318077524474,0.9220077797640733,0.9075935006875239,0.9148879147734795,0.8977354304426871,0.9002136054351755,0.9046714960073053,0.8863603334615248,0.9059031080401208,0.8998743481898405,0.8896284227877765,0.8956111252426353,0.8838669421624243,0.8927314003324598,0.8867741958036675,0.8930590256696752,0.8873296822966221
L1MB3,0.536838939860473,0.614510533471834,0.7776086286750263,0.7293996730143447,0.535505763776814,0.6039096229334323,0.5869915922423468,0.6611328630035163,0.572762922442251,0.5945531654237635,0.6229249152689995,0.5927999793502334,0.6010219006403337,0.6336076636767031,0.6011303808149655,0.5963951824845949,0.5675879547719435,0.7060152722456413,0.58094648999288,0.5476417983201588,0.6509147459453436,0.5808695995455518,0.5762634088460633,0.5612783545894933,0.78664033885014,0.6485251543615891,0.70344153185949,0.6106366576117599,0.6104291516310186,0.6362429853740079,0.5432022327029988,0.7219313369577497,0.5117094365507319,0.5125877538687068,0.5262574626488188,0.5094430419332534,0.5360573495261639,0.6063080264774849,0.6022085922436198,0.6103592380257536
L1MB4,0.8866977042037837,0.881798303788809,0.8899485973401763,0.8927564799592868,0.8876301284056092,0.8864957968465552,0.8835282289479721,0.8952575058079922,0.8880940972070039,0.8949822375837364,0.8877869966548937,0.8910977539112483,0.8896016597639002,0.8798583381493625,0.8725714336775149,0.894488807374348,0.891342706232441,0.9045810983867186,0.8868546148507989,0.8933845492301273,0.8901909789786817,0.8818902664828369,0.8954070646512267,0.8831863148478555,0.8980957906510315,0.8902127519249511,0.8927355428502954,0.8813203953804577,0.904754538261417,0.9010688100476336,0.8811865221849189,0.882516660282551,0.8838533355642785,0.8909016653260291,0.8875959721841394,0.882750674370253,0.8891550375733737,0.883923025900596,0.8860944434341151,0.8740627182959437
L1MB5,0.8560429760076901,0.8792010941642777,0.899136879827592,0.9040405401111278,0.8651830362449228,0.866415099297402,0.8724200614495878,0.8923685484577004,0.8757207676259205,0.8746463654622351,0.8830308000693653,0.8630152864964689,0.8852044995363023,0.8790105445178903,0.8664450156382277,0.8849790360470985,0.8731028376391421,0.8947555401084847,0.8739475682953297,0.8748155968800384,0.8764424126161787,0.8749486472111231,0.8703210399539589,0.8689734776907325,0.9082151617157384,0.8973026972152972,0.9054876096772525,0.8897708435779399,0.886730133190952,0.8931834318292382,0.8586796602655319,0.88891567921511,0.869389339012065,0.8586608194541916,0.8689176737271579,0.8629131553334265,0.8702042464356686,0.8793153934640369,0.871550075087308,0.8596122076862868
L1MB7,0.7755822997938626,0.769513565232005,0.7716638288571629,0.7824876648760511,0.7604311339282537,0.7739285869011732,0.7685113923218733,0.7785610845387004,0.7513933496471763,0.7697882964216086,0.7765687417834128,0.7822197274029421,0.7692169798033803,0.7691160025728052,0.7628961733875285,0.7845146123014921,0.7778602358782865,0.838542485573679,0.7695065393972004,0.7762925410857064,0.7676212610383588,0.7699179076337657,0.7715876923236009,0.7632950848712223,0.8498912669945582,0.7796992179712845,0.7665924295997284,0.7697038603142304,0.7853513897904385,0.7723773670759163,0.7651753929248406,0.7670372318242827,0.767231507344745,0.7678985050063614,0.7682018947117045,0.7774226687999781,0.7695995210655621,0.7627243253620578,0.7736106021270963,0.7625418628956676
L1MB8,0.7473251989562675,0.7576732422399433,0.8062219106460441,0.7981271531167459,0.7342870902358698,0.7542702258657147,0.7445671164626702,0.7673399267574434,0.7524514514739614,0.7576413682229832,0.7698953498948561,0.7514410190476639,0.7518585189673683,0.77237303055917,0.7435043018109702,0.76645979217516,0.7427956736786325,0.8330964321944235,0.7489988673394228,0.7444127565134859,0.7693801503372997,0.7616141988683154,0.7373897012586963,0.7522615356623524,0.8461646702620078,0.7805495878114378,0.791262303738523,0.7727037836061869,0.7690298502367265,0.7639780812322645,0.7370646329687266,0.7910797197336925,0.7635714441815952,0.7389516327204606,0.7483667630698728,0.7497925896558167,0.7478632538719787,0.7571082995307369,0.7514221272721407,0.7451149282198298
L1MC,0.8474842922933117,0.8523774548221179,0.8828275184919047,0.8683347262147624,0.8437937980055014,0.8505268058694284,0.8405601711361105,0.8665494479293665,0.8617817214272411,0.8641821094005513,0.8669986234003466,0.8535016407318008,0.8572953087579457,0.8603706974371771,0.855959854137156,0.8542252791017494,0.8408211758917635,0.8851759578262427,0.8466901424013332,0.849429038551897,0.8505589386673555,0.849448566806614,0.8434360145679276,0.8499673072220816,0.9037749634680954,0.8724895800332652,0.872922960571017,0.8669477160912782,0.8598465906947796,0.8634426760129589,0.8409813729238348,0.8725798654164749,0.8364381602663603,0.8480005538542481,0.8490657712899907,0.8468827988332059,0.8456289473312429,0.8571405503323397,0.8572707714800598,0.8393153366900143
L1MC1,0.8921536482352854,0.8980722202578717,0.9103453095005153,0.8952418040831163,0.8996365815682623,0.9006618337181109,0.8959514004007757,0.9044763793972586,0.9080077286706089,0.9042360822770973,0.9022176128024822,0.9010937547518972,0.9052945654784139,0.9022513127594085,0.9039607310503622,0.9053981505140969,0.9014346448543201,0.9136061076787471,0.8994285521143469,0.8985209804193521,0.9011141535213668,0.8990218922692242,0.9018625835452638,0.891855215156477,0.9210960479556166,0.9052062141675934,0.9095310461935798,0.9054269418419113,0.8976868284171884,0.9129027662950505,0.9009912590951947,0.9046366211351125,0.8891201088875534,0.8934041953409341,0.8998204458841468,0.9013225098524246,0.8982136254816412,0.8993348861571394,0.9018902318947819,0.891149783910005
L1MC2,0.8867172565168696,0.8943338918029085,0.914417988036839,0.9130827106892833,0.9139714226304038,0.8935896832972129,0.9014696556618298,0.9095539372237053,0.91091130539141,0.8925537853953942,0.9050140791446494,0.9014795760425978,0.9089678137252803,0.9136012274749086,0.901186636980018,0.9057864947138287,0.899702152423107,0.91938417418965,0.8977184539268505,0.8986776376821433,0.9051715074535008,0.8987523623679186,0.9122809586146711,0.8929905586132995,0.9206541247571297,0.9114976871430945,0.9102734085637156,0.9110536124523239,0.9102979817109947,0.9146452921271849,0.8945514532930103,0.9152713126717029,0.8966521694743274,0.8987298726068408,0.8966907620911602,0.8904836876633276,0.9073290040220514,0.9020521433374467,0.8903015867480495,0.8807947382211323
L1MC3,0.8554852953431622,0.8736439765319503,0.8730579703410499,0.8656942744063718,0.8553929482757506,0.855932334726399,0.8537965845101483,0.8604805327263788,0.8438759004412183,0.8645351330251377,0.8683680427313,0.8540252933524922,0.8670590764366487,0.8504149955417596,0.8573850183004236,0.844893581357407,0.870922727246395,0.8865187423676741,0.8556618355948472,0.8584810619999265,0.8633270058640745,0.8679469151911061,0.8563994841918995,0.8526756861782637,0.8924258853222957,0.8752854485398491,0.8742008196321561,0.8652242975493453,0.873944213461943,0.8611816044087514,0.8393262487105296,0.876742476425324,0.8645312762745314,0.8619159400093204,0.845319530818926,0.8609861880602591,0.8614004495445935,0.8531747456642944,0.8487251435474993,0.844905124745706
L1MC4,0.7813515318829153,0.7889007679043996,0.7930491170095783,0.7903900940205748,0.7848459167974063,0.7797320307448521,0.7855065881677396,0.7962913358893011,0.7803471693273916,0.7953136056584369,0.7993221867974222,0.8034109438997286,0.7881878546025982,0.7991554772358,0.7863332904435802,0.8083008440586372,0.7907079328924967,0.8450051486423981,0.7800523095404642,0.7961819372016348,0.7831691563475379,0.7881483105188977,0.7850719182768695,0.7860469710830608,0.8521290932111245,0.7957081262012135,0.7823247751796583,0.7907197902824746,0.7921588945145751,0.784443186172776,0.7829636325746118,0.7884893545941968,0.7753349848009852,0.7861628563987967,0.7844458249054165,0.7839468280372994,0.7848051002000478,0.7886537474228286,0.7885043414232795,0.7816763868830466
L1MC4a,0.7509975672638282,0.7616244190041276,0.7559519624990858,0.743624413306642,0.7456063149792382,0.7658617328001277,0.7598369229351829,0.7563436492552453,0.7218526974619117,0.7491536924709185,0.7569257162007667,0.7615032344826399,0.7689196248016261,0.7571785372054514,0.770975076632258,0.7634866879700689,0.7560436609902169,0.8304385463829876,0.7559997719225111,0.7624726768546815,0.7654718623325267,0.7512001003916712,0.776498355274336,0.747933859804804,0.834269575701893,0.7537629303188763,0.7447579608092847,0.7543150614327605,0.7697537526111791,0.7804832952951334,0.7536273457047492,0.7563692012938842,0.7221368544700281,0.7628992749339374,0.7634708807692074,0.7693396320044879,0.7571367630917979,0.7578018804448485,0.7489051643182996,0.7522902783783708
L1MC5,0.7657138033132562,0.7681580129819056,0.8288138288090147,0.8126302857908322,0.7207766460781345,0.7628363856936331,0.7544882681667388,0.781692778099335,0.7252767933638432,0.7621161175362912,0.7945896654048553,0.77625414757955,0.7545559861370752,0.787902759455067,0.7428543448475778,0.7441880907005078,0.76108192473264,0.8325715070297947,0.7519239188417756,0.7374108686147812,0.7649343777177018,0.7585523072296901,0.722708405419007,0.7614463434028721,0.8629402335518165,0.7997653973111968,0.7958687920059193,0.7930575168411466,0.7882046279620483,0.7575871488051115,0.7366066610190771,0.812499788764788,0.7961253901500603,0.7304796480447013,0.7564153169533221,0.7417715800051554,0.760039249740145,0.7469862351442158,0.7581651132972719,0.7464337454169853
L1MCa,0.6463005561009643,0.6411650817687232,0.6620157587921964,0.6464991462013222,0.6050190035174547,0.6376305206619469,0.6275072446987845,0.6535996303661401,0.607612367326971,0.6389874734796486,0.6735966852971251,0.6625731192362702,0.6412569073500016,0.6504537046748493,0.6448625314769008,0.6481612344466139,0.6438699957342865,0.7363174955147923,0.6574688143271507,0.6320933515992622,0.6340909170630943,0.6323162119209267,0.6154922015461496,0.6396325678878054,0.770780484980129,0.6554989898667588,0.6437093238965248,0.6621085010643053,0.6673630896417353,0.6279259839682937,0.6179174622306753,0.667080482698203,0.659289253296071,0.6408186528418853,0.6362120348476926,0.6413159194399957,0.6375734640775678,0.6336899241421369,0.6424978000944879,0.6410535898332747
L1MCb,0.8681038056734669,0.8871963037562692,0.9050483955477512,0.9118645131950474,0.8874740566560669,0.8858674405061323,0.8712563320167179,0.892638502936608,0.9083688394441979,0.8805017765794741,0.9007913379125276,0.8904343755054452,0.8877166058323928,0.896722588246288,0.8755019017810198,0.8683236662691826,0.8681031243598936,0.9039314634864539,0.8712895715664938,0.8611411634644714,0.8877073075040314,0.8771794174621496,0.895355128759526,0.8786479608753319,0.9083356453804347,0.8911789451009358,0.9004799068417269,0.8856254681490918,0.8876589840728925,0.9037789457997063,0.8816526268115942,0.9021245043168357,0.8888569211602719,0.8724299299299296,0.8970077178945762,0.8726487145390069,0.8949113504716013,0.8834965621252996,0.8550993187203786,0.8884964569980034
L1MCc,0.8866216459317572,0.889416583785693,0.8850975175142456,0.8968917838874677,0.892632058101473,0.9042994178683827,0.8824967030808859,0.8914625651239153,0.883515449234342,0.9048946736433621,0.897852118192643,0.8938840526875265,0.9013284650329538,0.8967919956166603,0.8950478603603603,0.8866486951572192,0.8901346440018322,0.9100561189453727,0.8910031658263828,0.8999031098015374,0.8881423758398937,0.8877903452197438,0.9056820171277773,0.9002229182563041,0.9049016141343387,0.9073708775369003,0.9008705184599393,0.8820571522906574,0.8959956052947161,0.8886393130281717,0.8829421782967929,0.8929685570486153,0.8779779145605887,0.8907046302459186,0.8904594789585111,0.8882229165318919,0.8962597894066857,0.8970910526046253,0.890636440034592,0.8815374691472815
L1MD,0.8738875839604529,0.8717906471282094,0.9011443195800218,0.8914251722272261,0.8609674795558631,0.890052701475677,0.8736465591260092,0.8805768360419998,0.879436530318081,0.8753522383380383,0.882181196179144,0.8677608769395655,0.8805624004006997,0.885229913817811,0.8699516456144529,0.8727145407312226,0.8666119248487227,0.8929648494410816,0.8709216944599942,0.8685951317709115,0.8702950931612666,0.8672562894344115,0.8747802725602948,0.8702686999334615,0.9045951163804041,0.8891791078777057,0.894008779465299,0.8867830865871231,0.8756388789291136,0.8858022544876298,0.850547558531917,0.9016523725576513,0.8761000132320546,0.8741086480045074,0.863434015537725,0.876534352324594,0.8722006790951423,0.8713049473465189,0.8690705072141542,0.8582232813985502
L1MD1,0.8624780536476037,0.868162116433045,0.9037902087058907,0.8789552682856313,0.8657902695643347,0.8677430289940072,0.8631411236952672,0.878019683259166,0.8793496121669915,0.8738845960563896,0.8779818787209621,0.8688503777381883,0.8810836868594797,0.8805509928501429,0.8719351862504027,0.8793371535700182,0.8662484292459808,0.8913884584742456,0.8639189807452988,0.861602943051907,0.8719250736028696,0.8729085294144521,0.8710556145204275,0.867019981734374,0.9042301549286477,0.879737989180988,0.8910820270898187,0.8777263954787738,0.8757639483922225,0.8796750531715994,0.8688678197714411,0.8865416855893673,0.8721231593728316,0.8622359185080284,0.8631971852494855,0.8704539464233405,0.8667594982911012,0.8734983705212014,0.8694960685659445,0.8575463513730005
L1MD2,0.8258464450991588,0.8126741562538308,0.8164956216394,0.8237925609684787,0.8075749187965887,0.8082202706996424,0.7966408741849499,0.8154077284940987,0.7934347232384711,0.8176534287806094,0.8447908616875843,0.8195850112997362,0.8109809728874788,0.8241567613570403,0.8104899602763295,0.8178278834636906,0.8232253407913915,0.8572965244600578,0.8140759891487259,0.8054350740158868,0.8129932459264353,0.8070609514611775,0.7915408602068943,0.8108443000762035,0.8697323330676752,0.812148826309779,0.8136185493446155,0.8258977806400729,0.8250307274566505,0.7810090744849586,0.8098585202042645,0.8152017554274096,0.8350591702548736,0.8274405554775472,0.818873732089714,0.8293088290998892,0.8177183575776452,0.8260818108418673,0.8172851063435554,0.8103054848293664
L1MD3,0.8954672868175849,0.881223964298466,0.8678271215476725,0.881467661421709,0.8858789665496466,0.8790604978206534,0.8819644957408035,0.8757322710806056,0.900453080419474,0.8857710947739186,0.8824885584996829,0.8738967431686655,0.8888371597206172,0.8701013316183771,0.8794231935879864,0.9004561697351449,0.8783570188314621,0.8984668682749349,0.8766831957517247,0.8814229024393402,0.8794653843767722,0.8645471411323535,0.893439856113766,0.8754469848504711,0.9079908342012211,0.8813382970922868,0.8723627399500655,0.8803771521853502,0.892658713312742,0.8986619984360605,0.8719072063241498,0.8699522962888541,0.8914090626341343,0.8904960444571609,0.8870355711789116,0.8948980008515572,0.8903598128042778,0.8818003455415726,0.887705823001321,0.8814336370325482
L1MDa,0.8854740584916901,0.8717762269047761,0.9073358692281441,0.8870231679233751,0.8828136311546916,0.8811902945605071,0.8773665440412737,0.8846585613207554,0.8773404805686373,0.8890959398375778,0.883962383926909,0.8874547412274518,0.8941250888382337,0.8776880382035178,0.8873400930668768,0.8874509904605845,0.8844568247407456,0.8932909144712302,0.8816042490866494,0.8873635312763984,0.8904091161806468,0.8818201955577961,0.8813319252634149,0.8798767013058114,0.9055964805601128,0.8823379943794729,0.8850280895794809,0.8873073935768823,0.8839089682726716,0.8852584926638986,0.8802088932634702,0.890710137440106,0.8876665605912065,0.8812096474100792,0.8866088005943791,0.8863989698778211,0.8904536654704256,0.8830245635545283,0.8758141407463126,0.8686992372442514
L1MDb,0.27830095286198203,0.3270661648306232,0.41276232297844084,0.41869140985488196,0.26548376345325325,0.3140546018238848,0.30240176840983085,0.3592456195227253,0.2471257524615352,0.29911425479866965,0.3198313123807878,0.32750435260698246,0.3126195549687195,0.3432687640656416,0.34823466227313554,0.2776346499300532,0.31540831448386136,0.5486208245583245,0.2742803659424627,0.263562001992032,0.34045890570304266,0.32085229199744764,0.29238809237323726,0.3288264091269129,0.5738825052438384,0.36801419491195864,0.4074746041028242,0.37278127368782266,0.33946756142935897,0.3685025496118441,0.292637002183094,0.4545819186083933,0.29190012413889915,0.31552673607519643,0.29739922925517664,0.27571761886920304,0.3029448788372582,0.3017405675542054,0.3222373389639868,0.3008805081808911
L1ME1,0.8133406587544649,0.8187332201223356,0.8416936964397658,0.8267170340199197,0.8108188772266807,0.8210706774405969,0.8129046392683404,0.8280297832732301,0.8165152922632747,0.8214443375351966,0.8285209378201291,0.828250521977757,0.8224336826655487,0.8305343422402915,0.8191149535298389,0.8323954674914374,0.8227584892266324,0.8729957989391145,0.8229007494748214,0.8241874927637696,0.8315890217054507,0.8220458421232495,0.8190444541639059,0.8184964910013475,0.8791728032012582,0.8215946455072238,0.8276697343505368,0.8272356601680583,0.8274036320406615,0.8206433130944331,0.8154312945429159,0.831909265317777,0.8132299321993259,0.8222217429659999,0.8155642797280618,0.8170787703260106,0.824331062638217,0.8302703396071154,0.8229129414496649,0.818795071636882
L1ME2,0.7852653503218341,0.7955739733515825,0.7747323914946831,0.7654971275993815,0.7786526657889713,0.7847356174005355,0.7715618760094183,0.7691283993769288,0.7753094618055558,0.7742374213632205,0.7958182650685554,0.7862056968744335,0.7771431104544785,0.7839955140912039,0.7901516793056148,0.795191500774683,0.786392769251175,0.8404671657912577,0.7857378975112346,0.7863480960699227,0.7766252947371157,0.7775865438642872,0.7786479101546996,0.7772807101385844,0.8339242764014527,0.7729019430820517,0.7550533664069753,0.7900526593630567,0.7779696088949573,0.757352454515044,0.7746199131986478,0.7457310118307263,0.7912943615507788,0.7772860565944245,0.7836208352329338,0.7933503640795537,0.7783470193043368,0.7768278672003232,0.7791792076297965,0.7716070056491556
L1ME2z,0.5917586860144306,0.574946780099887,0.6408891352817696,0.6296701930739248,0.5338102527382839,0.5643595653042572,0.5651036783888841,0.5931496707013201,0.5332126515887333,0.5744550478758268,0.5900812583381347,0.6000050894336781,0.542436197797194,0.619792894821853,0.5568824611953386,0.5828972460055724,0.575581362996634,0.6949786856917587,0.555905795176102,0.5679549228060357,0.555488696796769,0.5706741312637291,0.5336289801640827,0.5707447071276116,0.7148444260744603,0.586273737791504,0.5957882779345305,0.609968266892174,0.6237196906515728,0.5667811405904764,0.5537385135668272,0.6323168017156071,0.5959744782289741,0.5559170410234223,0.5628640799887564,0.5654964447080025,0.5633926225867055,0.5549920460250349,0.5618905000187242,0.5613082448435867
L1ME3,0.8250626236502892,0.8478134104156554,0.8446926816561723,0.8467811303444951,0.8347935612762443,0.8342970099760103,0.8346891912055603,0.8454229770547848,0.8453886757509294,0.8419439797158749,0.8471683297217698,0.8356116840912667,0.8395437329387022,0.8401580530826736,0.8311471451989523,0.8391319886608459,0.8316684520262215,0.8743146440016343,0.8383536018210418,0.8375932655997216,0.8416485126104667,0.8382786853074722,0.8471808734692561,0.8355516906439431,0.8831614513661817,0.8536724074679513,0.8512685567704564,0.8477620834853749,0.8506675010326028,0.8577021896766883,0.8271118111909169,0.8523344103217683,0.815608977036313,0.8332140713933719,0.8371670517476429,0.8456282248727987,0.8424776846029137,0.8439431240781483,0.8324295368698407,0.8281160091436658
L1ME3A,0.736510115685675,0.735225947885842,0.7704565580126581,0.7542597844039118,0.7091855328020792,0.7222866619117085,0.7251842923083957,0.7393496256026608,0.7129598312091151,0.7511565851087555,0.7624779856560632,0.7510235304532102,0.7457909897338983,0.7431301192221605,0.7463387234269463,0.7434920893256559,0.7347220438180686,0.8050169802523724,0.7260809684239117,0.7177575891101688,0.7403023475146675,0.7469126829189496,0.73698803208939,0.7162458494989273,0.8435004863505103,0.7495348339227266,0.7364651681159675,0.7526378118571855,0.7480268178078525,0.7159856831211886,0.6884429172895765,0.750797185373106,0.7346697432464079,0.727413277368242,0.7299299849701893,0.7336988467328311,0.7267113327482089,0.7262112566913633,0.741222795205777,0.7183425315220061
L1ME3B,0.6811625416639262,0.8052993365537778,0.8911849196730742,0.8855075100208702,0.7877897706657112,0.8256875077012273,0.844458136154369,0.8583015420075619,0.8142357472819002,0.8096116877161615,0.8308060755605596,0.8002271481130605,0.85088721209698,0.8348777210615906,0.7577854431125517,0.8301028361308622,0.823739670849854,0.8450219238270352,0.7886275421238125,0.799189687956689,0.8219602301803116,0.7648785865738641,0.8095121176645969,0.7766491370536575,0.8958139338776561,0.8708216737282062,0.8790690493504765,0.8107518189707975,0.8277379759622233,0.8742290572474867,0.7916406680684046,0.8685310678979278,0.6841783176391776,0.7425450416880628,0.8050488004193104,0.7610326693526095,0.8127786249721555,0.7946236491992889,0.8317447420637771,0.811451795564008
L1ME3C,0.7039905074649011,0.6867139800649362,0.6989104165849486,0.7129868280754358,0.6551298876572464,0.6729241052582583,0.6793378875687464,0.6870907984520488,0.6425458698574776,0.6797534376739489,0.7056118886192648,0.6983136922744037,0.6742800100110493,0.6837990740233842,0.6794536852283899,0.6760818321360873,0.6793791217254579,0.7846773667441522,0.6891209490899101,0.6716750610180466,0.6751441842404066,0.6695293958845552,0.6607920641388015,0.6858542460855008,0.7883485760931531,0.6891579157805968,0.6664032600534021,0.6902968482406405,0.7063468586904258,0.6865444342154283,0.6706863036912473,0.7053700548398036,0.69764370632752,0.6747835209775739,0.6817387699211465,0.6886217113543897,0.679582026885434,0.6710377373161043,0.6779080071633888,0.6646388424588622
L1ME3D,0.8923260593281708,0.8376425069846857,0.8578152552747111,0.8713975537420389,0.8305776031384439,0.8278617317933222,0.8172980365496544,0.8404754891629498,0.8506545824728527,0.8489381842589656,0.829535032666676,0.8566115846775415,0.8640820841292642,0.8720428056263948,0.7992937360726144,0.8409152207987343,0.8345392269379417,0.8391576552839892,0.8441859256651394,0.8619667547650014,0.8304068585706023,0.8517382788360526,0.8406915317721723,0.8367409068365464,0.8884805195524952,0.8795331989070551,0.8971244793635573,0.8312964380087969,0.8608777183387265,0.8591907625253199,0.8290092482111523,0.8659697678743111,0.8763244868733012,0.8527960783038505,0.8817282718696206,0.8884647449241727,0.8462186011215503,0.8345220804170761,0.832505997968115,0.8323840052099967
L1ME3E,0.8923042900241971,0.8937613899330868,0.9096299642777202,0.9185357787454004,0.910137767317726,0.9093273750227818,0.8969570856277119,0.9105072326509154,0.9225973057656712,0.9004645392647671,0.8997532349533152,0.9015775983388595,0.9064268478577797,0.9051863642499293,0.8933120083128567,0.9124968515053509,0.9065893511125186,0.9191439768412912,0.8962111969617027,0.8997637588540947,0.9083643267168459,0.8964429736056413,0.9070224617874237,0.9076013724918919,0.927827400662252,0.9092642980918376,0.9224494073808203,0.907601366684235,0.9083080534980701,0.9177999470788439,0.8976618439714091,0.9244775190918968,0.9060121881258343,0.9108367645310558,0.9061752289077085,0.8974621635314901,0.909131584710901,0.9070461643177453,0.9046732055234823,0.9022902976388797
L1ME3F,0.9049890946735195,0.9030246878732457,0.919440967706979,0.9093747972315346,0.9202095803485976,0.9244877091760401,0.8924269197207678,0.9164933267301332,0.9097570720230954,0.9085119259179132,0.920974322076316,0.9023825149886692,0.9176909694091732,0.9146018736646171,0.905959700970543,0.9028018821083612,0.909925893795304,0.9209468210826868,0.9067130150746608,0.9075858490499947,0.9162499001022953,0.9122856516745809,0.9069886232921572,0.9112404277468008,0.9276958792651114,0.9183169668797214,0.9255726344682529,0.9143640131578943,0.9142042215333223,0.9198915448977624,0.896474311645886,0.9264667420851612,0.8978806723317793,0.903916139367724,0.9069924024275946,0.90881291975796,0.9046289498326423,0.9139566696820831,0.9143964305989212,0.8968599923833156
L1ME4a,0.7561947169886205,0.7620226569861529,0.8037091810797862,0.7939854944142831,0.7316439316583427,0.7650527286018545,0.7468162951751065,0.7714455179936838,0.7648896382321936,0.755731181971557,0.7708725079541111,0.7732231606591121,0.7545786786202656,0.7778520838114107,0.7504119509009384,0.7645634348756057,0.756860154042261,0.8305290502411204,0.7526459145563354,0.7543299953000197,0.7657105380295852,0.7607375434029569,0.7544779809792777,0.7634892354228069,0.8472222427056443,0.7826193489716561,0.7812182714597816,0.7840767967361585,0.7784329362404718,0.777263478134977,0.7502928255644055,0.7945542310341914,0.7890491688764977,0.7485985555776189,0.7504631729833285,0.7507031233841104,0.7560139267494157,0.746948687396027,0.7527553607186068,0.7492138698340123
